0000 - *CLS             *CLS        :*CLS
03A9 - PARity?          PAR?        :TRIGger:RS232:PARity?
03AA - SOURce           SOUR        :TRIGger:RS232:SOURce
03AB - SOURce?          SOUR?       :TRIGger:RS232:SOURce?
03AC - STOP             STOP        :TRIGger:RS232:STOP
03AD - STOP?            STOP?       :TRIGger:RS232:STOP?
03AE - WIDTh            WIDT        :TRIGger:RS232:WIDTh
03AF - WIDTh?           WIDT?       :TRIGger:RS232:WIDTh?
03B0 - WHEN             WHEN        :TRIGger:RS232:WHEN
03B1 - WHEN?            WHEN?       :TRIGger:RS232:WHEN?
03B2 - LEVel            LEV         :TRIGger:RS232:LEVel
03B3 - LEVel?           LEV?        :TRIGger:RS232:LEVel?
03B4 - CS               CS          :TRIGger:SPI:CS
03B5 - CS?              CS?         :TRIGger:SPI:CS?
03B6 - SLOPe            SLOP        :TRIGger:SPI:SLOPe
03B7 - SLOPe?           SLOP?       :TRIGger:SPI:SLOPe?
03B8 - SCL              SCL         :TRIGger:SPI:SCL
03B9 - SCL?             SCL?        :TRIGger:SPI:SCL?
03BA - SDA              SDA         :TRIGger:SPI:SDA
03BB - SDA?             SDA?        :TRIGger:SPI:SDA?
03BC - TIMeout          TIM         :TRIGger:SPI:TIMeout
03BD - TIMeout?         TIM?        :TRIGger:SPI:TIMeout?
03BE - WIDTh            WIDT        :TRIGger:SPI:WIDTh
03BF - WIDTh?           WIDT?       :TRIGger:SPI:WIDTh?
03C0 - WHEN             WHEN        :TRIGger:SPI:WHEN
03C1 - WHEN?            WHEN?       :TRIGger:SPI:WHEN?
03C2 - MODE             MODE        :TRIGger:SPI:MODE
03C3 - MODE?            MODE?       :TRIGger:SPI:MODE?
03C4 - DATA             DATA        :TRIGger:SPI:DATA
03C5 - DATA?            DATA?       :TRIGger:SPI:DATA?
03C6 - CLEVel           CLEV        :TRIGger:SPI:CLEVel
03C7 - CLEVel?          CLEV?       :TRIGger:SPI:CLEVel?
03C8 - DLEVel           DLEV        :TRIGger:SPI:DLEVel
03C9 - DLEVel?          DLEV?       :TRIGger:SPI:DLEVel?
03CA - SLEVel           SLEV        :TRIGger:SPI:SLEVel
03CB - SLEVel?          SLEV?       :TRIGger:SPI:SLEVel?
03CC - ALEVel           ALEV        :TRIGger:SLOPe:ALEVel
03CD - ALEVel?          ALEV?       :TRIGger:SLOPe:ALEVel?
03CE - BLEVel           BLEV        :TRIGger:SLOPe:BLEVel
03CF - BLEVel?          BLEV?       :TRIGger:SLOPe:BLEVel?
03D0 - TUPPer           TUPP        :TRIGger:SLOPe:TUPPer
03D1 - TUPPer?          TUPP?       :TRIGger:SLOPe:TUPPer?
03D2 - TLOWer           TLOW        :TRIGger:SLOPe:TLOWer
03D3 - TLOWer?          TLOW?       :TRIGger:SLOPe:TLOWer?
03D4 - TIME             TIME        :TRIGger:SLOPe:TIME
03D5 - TIME?            TIME?       :TRIGger:SLOPe:TIME?
03D6 - WHEN             WHEN        :TRIGger:SLOPe:WHEN
03D7 - WHEN?            WHEN?       :TRIGger:SLOPe:WHEN?
03D8 - WINDow           WIND        :TRIGger:SLOPe:WINDow
03D9 - WINDow?          WIND?       :TRIGger:SLOPe:WINDow?
03DA - SOURce           SOUR        :TRIGger:SLOPe:SOURce
03DB - SOURce?          SOUR?       :TRIGger:SLOPe:SOURce?
03DC - DMINus           DMIN        :TRIGger:USB:DMINus
03DD - DMINus?          DMIN?       :TRIGger:USB:DMINus?
03DE - DPLus            DPL         :TRIGger:USB:DPLus
03DF - DPLus?           DPL?        :TRIGger:USB:DPLus?
03E0 - SPEed            SPE         :TRIGger:USB:SPEed
03E1 - SPEed?           SPE?        :TRIGger:USB:SPEed?
03E2 - WHEN             WHEN        :TRIGger:USB:WHEN
03E3 - WHEN?            WHEN?       :TRIGger:USB:WHEN?
03E4 - PLEVel           PLEV        :TRIGger:USB:PLEVel
03E5 - PLEVel?          PLEV?       :TRIGger:USB:PLEVel?
03E6 - MLEVel           MLEV        :TRIGger:USB:MLEVel
03E7 - MLEVel?          MLEV?       :TRIGger:USB:MLEVel?
03E8 - LINE             LINE        :TRIGger:VIDeo:LINE
03E9 - LINE?            LINE?       :TRIGger:VIDeo:LINE?
03EA - MODE             MODE        :TRIGger:VIDeo:MODE
03EB - MODE?            MODE?       :TRIGger:VIDeo:MODE?
03EC - POLarity         POL         :TRIGger:VIDeo:POLarity
03ED - POLarity?        POL?        :TRIGger:VIDeo:POLarity?
03EE - SOURce           SOUR        :TRIGger:VIDeo:SOURce
03EF - SOURce?          SOUR?       :TRIGger:VIDeo:SOURce?
03F0 - STANdard         STAN        :TRIGger:VIDeo:STANdard
03F1 - STANdard?        STAN?       :TRIGger:VIDeo:STANdard?
03F2 - LEVel            LEV         :TRIGger:VIDeo:LEVel
03F3 - LEVel?           LEV?        :TRIGger:VIDeo:LEVel?
03F4 - SOURce           SOUR        :TRIGger:RUNT:SOURce
03F5 - SOURce?          SOUR?       :TRIGger:RUNT:SOURce?
03F6 - POLarity         POL         :TRIGger:RUNT:POLarity
03F7 - POLarity?        POL?        :TRIGger:RUNT:POLarity?
03F8 - WHEN             WHEN        :TRIGger:RUNT:WHEN
03F9 - WHEN?            WHEN?       :TRIGger:RUNT:WHEN?
03FA - WIDth            WID         :TRIGger:RUNT:WIDth
03FB - WIDth?           WID?        :TRIGger:RUNT:WIDth?
03FC - WUPPer           WUPP        :TRIGger:RUNT:WUPPer
03FD - WUPPer?          WUPP?       :TRIGger:RUNT:WUPPer?
03FE - WLOWer           WLOW        :TRIGger:RUNT:WLOWer
03FF - WLOWer?          WLOW?       :TRIGger:RUNT:WLOWer?
0400 - ALEVel           ALEV        :TRIGger:RUNT:ALEVel
0401 - ALEVel?          ALEV?       :TRIGger:RUNT:ALEVel?
0402 - BLEVel           BLEV        :TRIGger:RUNT:BLEVel
0403 - BLEVel?          BLEV?       :TRIGger:RUNT:BLEVel?
0404 - SOURce           SOUR        :TRIGger:NEDGe:SOURce
0405 - SOURce?          SOUR?       :TRIGger:NEDGe:SOURce?
0406 - SLOPe            SLOP        :TRIGger:NEDGe:SLOPe
0407 - SLOPe?           SLOP?       :TRIGger:NEDGe:SLOPe?
0408 - IDLE             IDLE        :TRIGger:NEDGe:IDLE
0409 - IDLE?            IDLE?       :TRIGger:NEDGe:IDLE?
040A - LEVel            LEV         :TRIGger:NEDGe:LEVel
040B - LEVel?           LEV?        :TRIGger:NEDGe:LEVel?
040C - EDGE             EDGE        :TRIGger:NEDGe:EDGE
040D - EDGE?            EDGE?       :TRIGger:NEDGe:EDGE?
040E - SA               SA          :TRIGger:DELay:SA
040F - SA?              SA?         :TRIGger:DELay:SA?
0410 - SB               SB          :TRIGger:DELay:SB
0411 - SB?              SB?         :TRIGger:DELay:SB?
0412 - SLOPA            SLOPA       :TRIGger:DELay:SLOPA
0413 - SLOPA?           SLOPA?      :TRIGger:DELay:SLOPA?
0414 - SLOPB            SLOPB       :TRIGger:DELay:SLOPB
0415 - SLOPB?           SLOPB?      :TRIGger:DELay:SLOPB?
0416 - TYPe             TYP         :TRIGger:DELay:TYPe
0417 - TYPe?            TYP?        :TRIGger:DELay:TYPe?
0418 - TUPPer           TUPP        :TRIGger:DELay:TUPPer
0419 - TUPPer?          TUPP?       :TRIGger:DELay:TUPPer?
041A - TLOWer           TLOW        :TRIGger:DELay:TLOWer
041B - TLOWer?          TLOW?       :TRIGger:DELay:TLOWer?
041C - TIMe             TIM         :TRIGger:DELay:TIMe
041D - TIMe?            TIM?        :TRIGger:DELay:TIMe?
041E - SOURce           SOUR        :TRIGger:TIMeout:SOURce
041F - SOURce?          SOUR?       :TRIGger:TIMeout:SOURce?
0420 - SLOPe            SLOP        :TRIGger:TIMeout:SLOPe
0421 - SLOPe?           SLOP?       :TRIGger:TIMeout:SLOPe?
0422 - TIMe             TIM         :TRIGger:TIMeout:TIMe
0423 - TIMe?            TIM?        :TRIGger:TIMeout:TIMe?
0424 - DSrc             DS          :TRIGger:SHOLd:DSrc
0425 - DSrc?            DS?         :TRIGger:SHOLd:DSrc?
0426 - CSrc             CS          :TRIGger:SHOLd:CSrc
0427 - CSrc?            CS?         :TRIGger:SHOLd:CSrc?
0428 - SLOPe            SLOP        :TRIGger:SHOLd:SLOPe
0429 - SLOPe?           SLOP?       :TRIGger:SHOLd:SLOPe?
042A - PATTern          PATT        :TRIGger:SHOLd:PATTern
042B - PATTern?         PATT?       :TRIGger:SHOLd:PATTern?
042C - TYPe             TYP         :TRIGger:SHOLd:TYPe
042D - TYPe?            TYP?        :TRIGger:SHOLd:TYPe?
042E - STIMe            STIM        :TRIGger:SHOLd:STIMe
042F - STIMe?           STIM?       :TRIGger:SHOLd:STIMe?
0430 - HTIMe            HTIM        :TRIGger:SHOLd:HTIMe
0431 - HTIMe?           HTIM?       :TRIGger:SHOLd:HTIMe?
0432 - SOURce           SOUR        :TRIGger:DURATion:SOURce
0433 - SOURce?          SOUR?       :TRIGger:DURATion:SOURce?
0434 - TYPe             TYP         :TRIGger:DURATion:TYPe
0435 - TYPe?            TYP?        :TRIGger:DURATion:TYPe?
0436 - WHEN             WHEN        :TRIGger:DURATion:WHEN
0437 - WHEN?            WHEN?       :TRIGger:DURATion:WHEN?
0438 - TIMe             TIM         :TRIGger:DURATion:TIMe
0439 - TIMe?            TIM?        :TRIGger:DURATion:TIMe?
043A - TUPPer           TUPP        :TRIGger:DURATion:TUPPer
043B - TUPPer?          TUPP?       :TRIGger:DURATion:TUPPer?
043C - TLOWer           TLOW        :TRIGger:DURATion:TLOWer
043D - TLOWer?          TLOW?       :TRIGger:DURATion:TLOWer?
043E - SOURce           SOUR        :TRIGger:WINDows:SOURce
043F - SOURce?          SOUR?       :TRIGger:WINDows:SOURce?
0440 - SLOPe            SLOP        :TRIGger:WINDows:SLOPe
0441 - SLOPe?           SLOP?       :TRIGger:WINDows:SLOPe?
0442 - POSition         POS         :TRIGger:WINDows:POSition
0443 - POSition?        POS?        :TRIGger:WINDows:POSition?
0444 - TIMe             TIM         :TRIGger:WINDows:TIMe
0445 - TIMe?            TIM?        :TRIGger:WINDows:TIMe?
0446 - COUPling         COUP        :TRIGger:COUPling
0447 - COUPling?        COUP?       :TRIGger:COUPling?
0448 - SWEep            SWE         :TRIGger:SWEep
0449 - SWEep?           SWE?        :TRIGger:SWEep?
044A - SENSitivity      SENS        :TRIGger:SENSitivity
044B - SENSitivity?     SENS?       :TRIGger:SENSitivity?
044C - MODE             MODE        :TRIGger:MODE
044D - MODE?            MODE?       :TRIGger:MODE?
044E - HOLDoff          HOLD        :TRIGger:HOLDoff
044F - HOLDoff?         HOLD?       :TRIGger:HOLDoff?
0450 - NREJect          NREJ        :TRIGger:NREJect
0451 - NREJect?         NREJ?       :TRIGger:NREJect?
0452 - STATus?          STAT?       :TRIGger:STATus?
0453 - DATA?            DATA?       :WAVeform:DATA?
0454 - FORMat           FORM        :WAVeform:FORMat
0455 - FORMat?          FORM?       :WAVeform:FORMat?
0456 - MODE             MODE        :WAVeform:MODE
0457 - MODE?            MODE?       :WAVeform:MODE?
0458 - POINts           POIN        :WAVeform:POINts
0459 - POINts?          POIN?       :WAVeform:POINts?
045A - PREamble?        PRE?        :WAVeform:PREamble?
045B - SOURce           SOUR        :WAVeform:SOURce
045C - SOURce?          SOUR?       :WAVeform:SOURce?
045D - XINCrement?      XINC?       :WAVeform:XINCrement?
045E - XORigin?         XOR?        :WAVeform:XORigin?
045F - XREFerence?      XREF?       :WAVeform:XREFerence?
0460 - YINCrement?      YINC?       :WAVeform:YINCrement?
0461 - YORigin?         YOR?        :WAVeform:YORigin?
0462 - YREFerence?      YREF?       :WAVeform:YREFerence?
0463 - STARt            STAR        :WAVeform:STARt
0464 - STARt?           STAR?       :WAVeform:STARt?
0465 - STOP             STOP        :WAVeform:STOP
0466 - STOP?            STOP?       :WAVeform:STOP?
0467 - BEGin            BEG         :WAVeform:BEGin
0468 - END              END         :WAVeform:END
0469 - RESet            RES         :WAVeform:RESet
046A - STATus?          STAT?       :WAVeform:STATus?
046B - CONTrol          CONT        :TEST:DAC:CONTrol
